,text
1800,nurse test positive despite receiving 
1801,really excited get today delay mine forweek cuzwas service couldnt pr 
1802,vaccinated u nurse contract covid 19 expert say pfizer shot needed time work abcnurse californ 
1803,believe qualification needed crap power point social compass share 
1804,asnursem excited thankful received part wear 
1805,take vaccine 
1806,take vaccine 
1807,sheikhmansoor chairman supreme committee crisis disaster management receives first dose 
1808,pfizer biontech vaccination today uclh performed expertly esteemed colleague shirleypdsa 
1809,life still move vaccination campaign starting slow uk already get second va 
1810,tiffany dover 
1811,grateful working hard behind scene bring change guidance th 
1812,apart great news oxford astra zeneca vaccine approved also update al 
1813,emir got vaccination emir qatar tamim got coronavirus pfiz via 
1814,many dos european union buy summer pasteur institute money pr fo 
1815,borisjohnson scientific evidence vaccine effective 12 week apart g 
1816,great news refrigerated least 6 month doesnhave bec 
1817,delaying 2nd vaccine vaccine wouldnbe itgone deathly quiet 
1818,earth vaccine rollout starting next weekve 4 friend 3 former nurse 1 
1819,vaccine compare 
1820,45 year old nurse matthewin tested positive thanweek receiving 
1821,standard rule five dos drawn vial expert said right needle 
1822,happy new year science best see 21 day 
1823,may effort go vein 
1824,day 1 post covid 19 shot arm sore mild running errand usual 
1825,malbrunot jameskmcauley get informed debate question thing many thing worried 
1826,1st dose today big milestone march 
1827,nursing home resident died receiving pfizer biontech covid 19 vaccine local medium 
1828,dr gerry mccarthy receiving vaccine emergencyprog cuh_cork uccemmed vidamthamilton 
1829,classmate friend gave ita lit 
1830,donoften tweet let alone medical stuff covid 19 thank scientist researcher 
1831,person died receiving vaccine 
1832,symptom 1 hydrophobia rabies trump rejection phobic drinkingae 
1833,dear american friend ignore restriction social distancing godsakeerms k 
1834,unclear islink vaccine 
1835,concerning bellpalsy notice vaccine indicaterisk 1 1000 partial face paralysis 
1836,pat_laffreuse anybody rtenews rte_primetime rteradio1 radiokerry rteliveline think might pu 
1837,official mhragovuk statement use vaccine history anaphylaxis good new 
1838,first get approval american regulator happen sha 
1839,cover entire population combined full order jab health secretary matt hancock said 
1840,vaccine much cheap developed company 
1841,neilflochmd hopefully release data soon 
1842,v day todayday hope feel start something goodencourage everyone believe science 
1843,still remember twitting lady taking covid vaccine live tv twitter remove timeline 
1844,many country already begun first phase vaccination drive u already vaccinated 2 
1845,astrazeneca much easy distribute keep home fridge 
1846,safety efficacy bnt162b2 mrna covid 19 vaccine nejm 
1847,wherethe full list ingredient see allergic commercially sensitive li 
1848,big change guidance updated permit use pregnancy breastfeedin 
1849,anybody know personally anyone thathad second yetrealise itonly second day btw 
1850,first dose think give somewhere around 50 need second dose get 95 ramers 
1851,israelinindia drronmalka ronyyedidia muhamedheib orlygoldschmidt hodayaavzada ronenkrausz76 danalluf 
1852,first dose 
1853,aftersuccessful trial like seen 
1854,really believe hadcontribution development vaccine letstart calling 
1855,uk happy helping volunteering pr 
1856,join tonyfenby magnificent vaccination team late shift wheream also 
1857,one govt check moving pfizer second jab 3 12 week prior statement course 
1858,oxford approved regulator advantage low 
1859,gratitude entry 1 1 receiving first dose pfizer vaccine holidaying soon importantly needing 
1860,recommended people allergic reaction food medicine 
1861,californian nurse work two different hospital caught one week getting vaccine 
1862,one safe safe peer peer vaccinator team pharmacy team ready rol 
1863,amp vaccine approved must force dhscgovuk publish ramp pla 
1864,saharareporters instablog9ja gidi_traffic trafficchiefng lindaikeji lagostraffic961 aishayesufu 
1865,p12302020 virus spread alarming rate put strict rule 
1866,india providing emergency approval vacc already administered many cou 
1867,vinod_d007 peston sadly probably needed financial cost huge cost human life immeasurable 
1868,great news vaccine getting uk approval huge development nationally internationall 
1869,netherlands 87000 healthcare worker denied covid 19 vaccine 
1870,reuters agree many comment quite irresponsible articlekey point immunity 
1871,ordered one million dos u german vaccine first delivery 
1872,according dr christian ramers infectious disease specialist case matthew surprising 
1873,nurse received emergency pfizer shot test positive 
1874,givenchoicewill take say 
1875,first dose 
1876,vaccine going havecommunications nightmare due rush government pressure rel 
1877,oxford astrazeneca covid 19 vaccine approved public use uk 
1878,married folk keep malice verbal malice crossover food malice sexual malice fin 
1879,oxford astrazeneca approved public use ink vaccine awaiting approval 
1880,medical clinic working bring amp vaccine soon possible 
1881,approved use uk stored instandard fridge u 
1882,good news total confidence vaccine adding arsenal 
1883,donknow ratherve hit bybus effect third nightshift developing every common side eff 
1884,eu buy extra 100m dos pfizer biontech vaccine 
1885,amongst first country begin inoculation today when46 year old nurse 
1886,singapore start covid 19 vaccination healthcare worker 
1887,new strain 20 returnees test positive new variant 
1888,margaret keenan worldfirst patient get pfizer biontech covid 19 vaccine receives second jab 
1889,december 2 vaccine became first get go ahead use west britai 
1890,became first asian country start vaccinating healthcare worker 
1891,received 1st dose covid 19 vaccine canada god good time 
1892,nurse tested positive covid 19 thanweek receiving pfizer vaccine remember 
1893,european union buy 100 million additional dos pfizer biontech vaccine december 30 2020 2 20 hkt 
1894,free vaccine every day qe hospital birmingham turn queue 
1895,yet start vaccination process already underway u medical 
1896,joebiden mr president electsaw many people received soapplied receive 
1897,young woman europe think twice take vaccin unknown whether covid 19 mrna vaccine bnt162b 
1898,one year worth anxiety fear bubbled face today whenwas 
1899,back november michelle rempel garner suggested canadian might vaccinated 2030 turn 
1900,4 elderly people died announcedrecord 907 new case suggesting government 
1901,buy extra 100 million dos covid 19 vaccine bringing total 
1902,drtedros pandemic led 
1903,europe ready buy extra 100 million dos vaccine 
1904,122920 received 1st dose 
1905,70 total dos administered france 20 since yesterday epidemiologist actuall 
1906,irenegarth1946 borisjohnson matthancock used 
1907,u researcher investigating vaccine allergic reaction 
1908,iatrogenic dilemma ingenuity 
1909,dose 1 grateful scientist academic clinical trial staff made po 
1910,take oxford vaccine pfizer u made trust may end subscription end year 
1911,much pfizer vaccine cknw simisara980 mikesmythnews jillreports steeletalk 
1912,government saying infew week time mixed cangive second vaccinatio 
1913,got first vaccine jab second one 19 day itamazingl 
1914,max namemax thatmy name good turn backam looking bob 
1915,daily mail saying gparenhappy cancelling second dose appointment 80claimingbreach 
1916,list pfizer biontech vaccine emergency use 
1917,askfrail elderly vulnerable person attend vaccination centre widespread community transmissio 
1918,fainting 
1919,covid 19 vaccine update pan india dry run saturday approves pfizercandidate 
1920,cmoh_albertahope update thousand dos turn million march 
1921,secondlymassive thankyou researcher worked tirelessly advance knowledge 
1922,24hrs dose 1 feeling greatlittle sore actually way le thanwas expecting symptom 
1923,grant emergency validation 
1924,virus database updated 
1925,happy new year folk 
1926,spent evening supervising hospitalcovid 19 vaccine clinic first dose 
1927,spent yesterday morning erskine hall care home northwood great organisation management team l 
1928,whoafro who_europe whoemro pahowho pahocaribbean whowpro whosearo opsomsmexico whoegypt whojordan 
1929,thanks simon useful flagged also go second dose bastard 
1930,ready 
1931,bad thing whole situation chief medical staff chris 
1932,best understanding description vaccine developed including understandi 
1933,pahowho whowpro whoafro whoemro who_europe whosearo pahocaribbean whonigeria whophilippines 
1934,one step close normality courtesy boltonnhsft 
1935,obligatory post tweetcant believegot first dose vaccine today 
1936,proud humbled received first dose today whatgreat experience 
1937,proudly vaccinated thanks grhospitalkw making organized amp painless experience 
1938,whilstagree notion delaying second dose vaccine allows first dos given 
1939,rupertg itbeyond incompetent amp reckless government manage 2 disregard pfeizer sc 
1940,anecdotal evidence 2 different source south gpare refusing play along thi 
1941,heretobetter tomorrow 
1942,appointment 1st dose pfizer vaccine saturday shallcancel attend willget se 
1943,christine_kane yep friend told emergency meeting sticking 2nd dose 
1944,letnot even think fact maker say itnot known would happen do 
1945,imagine manycould given huge amount time take rebook appo 
1946,exchanging message withfriend came retirement administer vaccine 1000 patient canc 
1947,vaccine rollout plan changed pfizer biontech said vaccine 
1948,yikes come fellow hcws time hesitate 
